SalesKey,OrderDateKey,ShipDateKey,ProductKey,CustomerKey,EmployeeKey,GeographyKey,Quantity,UnitPrice,Discount,SalesAmount,TotalCost,Profit,Channel,PaymentMethod,OrderPriority
27857,20220407,20220412,57,703,12,25,2,563.09,0.0,1126.18,558.52,567.66,Retail,Cash,High
27858,20200801,20200802,168,293,10,6,3,21.11,0.2,50.66,55.71,-5.05,Online,Credit Card,High
27859,20220420,20220427,97,219,17,27,3,463.83,0.0,1391.49,811.86,579.63,Partner,Bank Transfer,Low
27860,20211216,20211218,17,630,32,12,2,56.84,0.15,96.63,48.38,48.25,Retail,PayPal,Medium
27861,20221020,20221021,23,1372,19,3,1,143.02,0.0,143.02,81.34,61.68,Partner,Credit Card,Medium
27862,20241227,20241228,41,247,50,32,5,441.27,0.0,2206.35,1298.1,908.25,Retail,Cash,Low
27863,20210701,20210703,198,968,4,3,4,242.83,0.0,971.32,422.16,549.16,Retail,Cash,Medium
27864,20200619,20200620,157,444,31,1,3,29.81,0.15,76.02,37.44,38.58,Online,PayPal,Low
27865,20180829,20180830,117,1470,42,5,2,267.98,0.05,509.16,350.38,158.78,Phone,Bank Transfer,Low
27866,20180721,20180722,179,1082,11,39,2,21.12,0.0,42.24,25.64,16.6,Phone,Cash,Low
27867,20220210,20220217,140,1454,13,27,3,422.38,0.0,1267.14,636.24,630.9,Phone,Cash,Medium
27868,20190302,20190304,128,960,42,13,3,88.48,0.0,265.44,165.0,100.44,Partner,Bank Transfer,High
27869,20240729,20240803,140,770,2,2,4,422.38,0.1,1520.57,848.32,672.25,Phone,Cash,Medium
27870,20190102,20190107,135,1289,22,21,6,147.44,0.0,884.64,666.3,218.34,Phone,Credit Card,Medium
27871,20231103,20231108,81,873,46,8,1,194.4,0.0,194.4,113.5,80.9,Retail,Bank Transfer,High
27872,20181203,20181208,189,176,2,7,1,286.19,0.0,286.19,254.24,31.95,Partner,Credit Card,High
27873,20210429,20210430,117,1098,44,12,1,267.98,0.0,267.98,175.19,92.79,Retail,PayPal,Low
27874,20200720,20200725,33,259,11,4,4,139.79,0.05,531.2,351.52,179.68,Partner,PayPal,Medium
27875,20230831,20230905,51,1045,37,4,4,24.53,0.0,98.12,57.08,41.04,Online,Bank Transfer,Low
27876,20191018,20191020,49,818,46,15,4,232.01,0.05,881.64,636.84,244.8,Phone,Credit Card,Medium
27877,20220906,20220909,83,1065,41,38,5,65.6,0.15,278.8,158.2,120.6,Retail,Bank Transfer,Medium
27878,20190507,20190512,101,1364,22,19,2,226.59,0.0,453.18,388.8,64.38,Partner,Bank Transfer,Low
27879,20210306,20210313,10,1403,45,28,2,175.53,0.0,351.06,264.84,86.22,Retail,Cash,Medium
27880,20210613,20210615,8,632,8,38,4,72.55,0.0,290.2,234.56,55.64,Online,PayPal,High
27881,20180123,20180125,83,193,9,12,4,65.6,0.0,262.4,126.56,135.84,Phone,Bank Transfer,Low
27882,20231229,20231230,177,1417,24,25,4,243.5,0.1,876.6,797.24,79.36,Phone,PayPal,Low
27883,20180810,20180811,69,694,6,4,3,288.14,0.15,734.76,474.12,260.64,Partner,Cash,Low
27884,20230506,20230508,176,1275,16,15,2,325.23,0.1,585.41,306.86,278.55,Retail,Credit Card,Medium
27885,20230830,20230831,149,1116,20,1,3,293.09,0.1,791.34,696.45,94.89,Phone,Cash,Low
27886,20230121,20230126,144,1270,22,24,1,226.43,0.05,215.11,142.35,72.76,Partner,Credit Card,Medium
27887,20210823,20210830,136,75,36,6,4,492.5,0.0,1970.0,975.04,994.96,Online,Cash,Low
27888,20230215,20230216,67,839,13,22,6,55.2,0.05,314.64,242.16,72.48,Retail,Credit Card,Medium
27889,20230519,20230524,65,1208,44,13,4,10.94,0.1,39.38,28.2,11.18,Online,PayPal,Low
27890,20210309,20210312,4,1021,11,2,2,47.4,0.0,94.8,44.26,50.54,Retail,Bank Transfer,Low
27891,20231205,20231207,68,1294,6,36,4,383.48,0.1,1380.53,1132.64,247.89,Partner,Cash,Medium
27892,20210307,20210308,58,583,10,2,3,413.23,0.0,1239.69,575.55,664.14,Online,Credit Card,High
27893,20181117,20181124,24,199,43,32,2,151.49,0.0,302.98,193.9,109.08,Phone,Cash,Medium
27894,20240504,20240511,13,845,8,14,5,275.0,0.15,1168.75,697.7,471.05,Online,Cash,Low
27895,20190312,20190315,102,1415,11,29,3,116.88,0.0,350.64,158.04,192.6,Retail,Cash,Medium
27896,20201210,20201224,25,327,44,20,2,205.9,0.1,370.62,332.56,38.06,Online,Bank Transfer,Medium
27897,20200908,20200911,72,1199,40,39,1,202.37,0.0,202.37,151.69,50.68,Retail,Cash,Medium
27898,20240625,20240627,171,1086,23,24,4,226.2,0.0,904.8,600.12,304.68,Phone,PayPal,Low
27899,20220617,20220618,101,1323,17,20,3,226.59,0.0,679.77,583.2,96.57,Phone,PayPal,Medium
27900,20200102,20200103,181,1197,1,22,3,206.64,0.0,619.92,358.53,261.39,Retail,Cash,Low
27901,20221015,20221016,17,61,22,30,4,56.84,0.0,227.36,96.76,130.6,Phone,Bank Transfer,Low
27902,20210923,20210930,5,158,40,16,3,333.96,0.0,1001.88,546.99,454.89,Retail,Bank Transfer,Low
27903,20200115,20200116,119,516,4,35,2,98.93,0.0,197.86,175.66,22.2,Phone,PayPal,Low
27904,20230903,20230910,165,760,23,32,5,165.92,0.05,788.12,643.9,144.22,Retail,Bank Transfer,Medium
27905,20201125,20201130,47,632,46,27,4,370.43,0.05,1407.63,917.72,489.91,Phone,Bank Transfer,Medium
27906,20200524,20200527,62,1305,43,21,2,116.94,0.0,233.88,197.62,36.26,Retail,PayPal,Low
27907,20200403,20200405,45,8,8,27,3,401.77,0.0,1205.31,800.19,405.12,Online,Bank Transfer,Medium
27908,20191221,20191222,6,1461,42,24,4,26.67,0.05,101.35,44.28,57.07,Phone,Cash,High
27909,20240424,20240427,140,1082,1,10,1,422.38,0.1,380.14,212.08,168.06,Retail,Credit Card,Low
27910,20210923,20211007,108,505,47,30,2,275.27,0.1,495.49,430.18,65.31,Partner,Credit Card,Low
27911,20240203,20240210,130,1210,45,23,1,203.39,0.1,183.05,173.17,9.88,Retail,Bank Transfer,High
27912,20211224,20211226,111,388,35,23,3,323.13,0.0,969.39,597.0,372.39,Partner,PayPal,Low
27913,20220225,20220311,179,1287,7,28,8,21.12,0.0,168.96,102.56,66.4,Retail,PayPal,Medium
27914,20230121,20230126,61,663,9,25,2,538.09,0.0,1076.18,486.38,589.8,Retail,PayPal,Medium
27915,20221101,20221104,56,1334,41,18,2,110.42,0.0,220.84,180.96,39.88,Phone,Cash,Medium
27916,20180925,20180926,58,203,37,27,4,413.23,0.0,1652.92,767.4,885.52,Online,Cash,Medium
27917,20191218,20191223,74,443,26,7,2,284.93,0.05,541.37,369.64,171.73,Online,Bank Transfer,Medium
27918,20190323,20190324,91,637,1,19,3,125.24,0.0,375.72,316.83,58.89,Partner,Cash,Low
27919,20180828,20180830,105,930,44,30,2,7.92,0.0,15.84,12.98,2.86,Retail,Credit Card,High
27920,20180427,20180502,107,1360,44,34,5,250.46,0.1,1127.07,986.65,140.42,Phone,PayPal,High
27921,20240502,20240503,127,611,34,33,5,345.35,0.15,1467.74,1280.45,187.29,Phone,Bank Transfer,Medium
27922,20230722,20230729,101,249,17,21,2,226.59,0.05,430.52,388.8,41.72,Retail,Cash,Low
27923,20191018,20191025,70,1023,23,12,1,271.11,0.05,257.55,112.27,145.28,Phone,Credit Card,Medium
27924,20230802,20230805,32,521,16,9,3,345.72,0.05,985.3,748.44,236.86,Phone,Bank Transfer,Low
27925,20190810,20190815,83,527,17,7,2,65.6,0.0,131.2,63.28,67.92,Phone,Credit Card,High
27926,20230224,20230226,58,120,42,24,2,413.23,0.1,743.81,383.7,360.11,Online,Bank Transfer,Low
27927,20230822,20230824,81,303,12,29,3,194.4,0.05,554.04,340.5,213.54,Partner,Cash,Low
27928,20231101,20231106,38,733,4,5,3,398.73,0.1,1076.57,640.56,436.01,Online,PayPal,Medium
27929,20190118,20190119,200,1067,50,16,2,433.32,0.0,866.64,453.02,413.62,Phone,PayPal,Low
27930,20180325,20180328,133,159,28,23,3,498.15,0.1,1345.0,791.49,553.51,Online,Credit Card,Medium
27931,20200910,20200913,113,537,42,30,3,106.98,0.0,320.94,249.69,71.25,Retail,Bank Transfer,Medium
27932,20190528,20190602,66,421,39,31,2,162.42,0.05,308.6,256.28,52.32,Online,Bank Transfer,Low
27933,20220508,20220513,51,958,36,12,2,24.53,0.15,41.7,28.54,13.16,Phone,Bank Transfer,Medium
27934,20240129,20240201,156,671,18,17,3,156.26,0.1,421.9,403.5,18.4,Partner,Cash,High
27935,20190506,20190513,61,1334,48,18,2,538.09,0.05,1022.37,486.38,535.99,Partner,Credit Card,Low
27936,20180923,20180925,21,150,26,6,3,62.84,0.1,169.67,123.0,46.67,Retail,Cash,Medium
27937,20240102,20240107,81,758,23,2,3,194.4,0.15,495.72,340.5,155.22,Phone,Bank Transfer,Low
27938,20220930,20221001,22,987,28,32,4,34.0,0.0,136.0,60.56,75.44,Phone,Bank Transfer,Low
27939,20221122,20221123,149,787,32,30,1,293.09,0.1,263.78,232.15,31.63,Phone,PayPal,High
27940,20190929,20191002,28,160,41,3,5,413.11,0.0,2065.55,906.9,1158.65,Retail,Credit Card,High
27941,20211215,20211216,139,757,15,28,5,418.25,0.0,2091.25,1202.5,888.75,Online,Bank Transfer,Low
27942,20231017,20231031,24,1080,5,34,1,151.49,0.2,121.19,96.95,24.24,Phone,Credit Card,Low
27943,20210701,20210702,77,849,2,35,2,72.86,0.0,145.72,95.48,50.24,Partner,Credit Card,Low
27944,20240913,20240916,32,1337,16,3,4,345.72,0.05,1313.74,997.92,315.82,Phone,PayPal,Low
27945,20211011,20211018,166,1485,25,33,3,211.12,0.1,570.02,330.03,239.99,Online,Cash,Low
27946,20221029,20221101,17,594,43,9,1,56.84,0.1,51.16,24.19,26.97,Partner,Bank Transfer,High
27947,20200221,20200223,185,1391,24,32,2,72.53,0.05,137.81,125.52,12.29,Retail,Credit Card,Low
27948,20180907,20180910,154,817,36,32,4,213.01,0.0,852.04,629.24,222.8,Online,Bank Transfer,Low
27949,20200603,20200604,107,1317,10,17,2,250.46,0.0,500.92,394.66,106.26,Phone,PayPal,Medium
27950,20210714,20210716,61,593,37,36,2,538.09,0.0,1076.18,486.38,589.8,Partner,Cash,Low
27951,20190119,20190126,175,1216,9,1,2,196.76,0.05,373.84,231.02,142.82,Online,Credit Card,Medium
27952,20210712,20210713,91,44,27,17,6,125.24,0.05,713.87,633.66,80.21,Partner,Bank Transfer,Medium
27953,20190621,20190624,95,867,42,9,3,206.98,0.1,558.85,483.75,75.1,Partner,PayPal,Low
27954,20220628,20220701,4,202,17,13,1,47.4,0.05,45.03,22.13,22.9,Phone,PayPal,Low
27955,20221124,20221201,27,1359,8,26,4,623.42,0.0,2493.68,1128.6,1365.08,Retail,PayPal,Low
27956,20230903,20230904,148,1458,15,8,1,66.49,0.0,66.49,42.48,24.01,Partner,Cash,Medium
27957,20210412,20210415,115,336,37,7,2,458.82,0.1,825.88,536.3,289.58,Retail,Cash,High
27958,20230828,20230902,136,502,48,8,1,492.5,0.0,492.5,243.76,248.74,Partner,PayPal,Medium
27959,20220114,20220115,80,1239,25,33,3,140.14,0.1,378.38,225.3,153.08,Phone,Credit Card,Low
27960,20201222,20201224,102,818,46,29,2,116.88,0.0,233.76,105.36,128.4,Partner,PayPal,Medium
27961,20220705,20220708,113,837,13,7,1,106.98,0.0,106.98,83.23,23.75,Retail,Bank Transfer,High
27962,20210321,20210322,185,172,32,11,5,72.53,0.0,362.65,313.8,48.85,Partner,Bank Transfer,High
27963,20230219,20230220,144,887,25,5,3,226.43,0.05,645.33,427.05,218.28,Online,Cash,High
27964,20190419,20190420,146,102,44,24,3,15.89,0.1,42.9,42.0,0.9,Retail,Credit Card,Low
27965,20220311,20220312,66,166,14,5,2,162.42,0.0,324.84,256.28,68.56,Phone,Credit Card,Medium
27966,20230806,20230809,21,33,5,7,4,62.84,0.0,251.36,164.0,87.36,Partner,Credit Card,High
27967,20230109,20230112,29,1268,43,19,5,38.79,0.1,174.56,155.55,19.01,Partner,Cash,Medium
27968,20180812,20180814,50,825,30,24,4,14.77,0.0,59.08,50.0,9.08,Online,Cash,Low
27969,20240226,20240311,94,376,11,26,2,395.37,0.0,790.74,492.16,298.58,Phone,PayPal,Low
27970,20180513,20180516,78,747,49,29,4,379.69,0.0,1518.76,1183.08,335.68,Retail,Cash,Low
27971,20190117,20190131,55,1262,45,34,2,84.15,0.0,168.3,145.0,23.3,Phone,Cash,Low
27972,20180819,20180822,63,1360,42,10,3,105.24,0.0,315.72,216.72,99.0,Retail,Bank Transfer,Low
27973,20191206,20191209,156,1072,24,24,2,156.26,0.15,265.64,269.0,-3.36,Phone,Cash,Medium
27974,20200619,20200620,162,1225,11,20,2,262.83,0.05,499.38,399.52,99.86,Phone,Credit Card,Low
27975,20210908,20210910,65,421,6,25,3,10.94,0.2,26.26,21.15,5.11,Online,PayPal,Low
27976,20230722,20230727,118,1333,22,31,2,116.19,0.0,232.38,125.2,107.18,Online,Cash,Low
27977,20180221,20180226,144,331,48,16,2,226.43,0.15,384.93,284.7,100.23,Retail,Bank Transfer,Low
27978,20240712,20240717,79,512,44,14,4,391.53,0.0,1566.12,813.12,753.0,Phone,Bank Transfer,Medium
27979,20200919,20200922,61,462,39,9,3,538.09,0.0,1614.27,729.57,884.7,Phone,PayPal,Low
27980,20190818,20190820,138,1291,5,34,2,240.05,0.0,480.1,311.7,168.4,Retail,Bank Transfer,Low
27981,20230408,20230413,67,1049,4,35,2,55.2,0.0,110.4,80.72,29.68,Phone,Cash,High
27982,20181129,20181201,16,1025,24,2,3,226.12,0.0,678.36,552.69,125.67,Online,Cash,Low
27983,20211229,20211231,109,274,50,40,5,191.72,0.0,958.6,504.95,453.65,Online,Cash,Low
27984,20221113,20221118,121,1294,7,37,3,667.65,0.1,1802.66,847.32,955.34,Retail,PayPal,Low
27985,20191114,20191116,174,652,19,38,5,219.24,0.0,1096.2,961.75,134.45,Retail,Bank Transfer,Medium
27986,20190419,20190420,26,1167,41,2,3,567.94,0.2,1363.06,873.09,489.97,Phone,Credit Card,Medium
27987,20220311,20220325,96,260,38,18,1,71.93,0.15,61.14,32.47,28.67,Online,Cash,Medium
27988,20191221,20191224,27,396,34,21,1,623.42,0.0,623.42,282.15,341.27,Partner,Bank Transfer,Low
27989,20200404,20200406,29,161,18,36,2,38.79,0.1,69.82,62.22,7.6,Partner,Bank Transfer,High
27990,20211202,20211204,59,675,33,2,4,300.08,0.0,1200.32,968.32,232.0,Online,Bank Transfer,Low
27991,20230119,20230120,96,630,28,29,4,71.93,0.0,287.72,129.88,157.84,Phone,Bank Transfer,High
27992,20190114,20190116,114,1026,15,23,1,415.15,0.1,373.64,292.04,81.6,Phone,Cash,Low
27993,20200203,20200205,81,1200,27,24,5,194.4,0.05,923.4,567.5,355.9,Phone,Cash,Low
27994,20230731,20230801,183,600,21,14,3,399.93,0.0,1199.79,848.19,351.6,Online,Credit Card,Medium
27995,20240302,20240305,27,714,8,28,1,623.42,0.15,529.91,282.15,247.76,Phone,Credit Card,Low
27996,20181224,20181225,154,1069,13,7,2,213.01,0.0,426.02,314.62,111.4,Retail,PayPal,Low
27997,20240415,20240422,154,482,31,24,3,213.01,0.1,575.13,471.93,103.2,Partner,PayPal,Low
27998,20200623,20200628,185,646,34,39,2,72.53,0.0,145.06,125.52,19.54,Partner,PayPal,Low
27999,20210318,20210321,106,631,28,19,3,301.2,0.0,903.6,500.64,402.96,Online,Bank Transfer,Low
28000,20191101,20191106,18,1350,31,35,4,584.63,0.0,2338.52,1159.44,1179.08,Retail,PayPal,Medium
28001,20200229,20200301,88,1318,23,2,4,240.31,0.0,961.24,781.32,179.92,Online,PayPal,Medium
28002,20181014,20181017,4,596,44,20,4,47.4,0.15,161.16,88.52,72.64,Partner,PayPal,Low
28003,20240901,20240902,106,1309,9,39,3,301.2,0.1,813.24,500.64,312.6,Online,Credit Card,High
28004,20200217,20200219,67,282,1,36,2,55.2,0.1,99.36,80.72,18.64,Retail,Credit Card,Low
28005,20200104,20200106,100,547,47,5,4,522.86,0.0,2091.44,1066.76,1024.68,Phone,Bank Transfer,Medium
28006,20200621,20200624,200,930,21,29,2,433.32,0.0,866.64,453.02,413.62,Phone,Bank Transfer,Medium
28007,20231231,20240105,135,284,4,18,2,147.44,0.1,265.39,222.1,43.29,Retail,PayPal,Medium
28008,20190809,20190810,118,1433,24,31,3,116.19,0.05,331.14,187.8,143.34,Partner,PayPal,Medium
28009,20230226,20230301,70,897,2,14,3,271.11,0.05,772.66,336.81,435.85,Retail,Cash,Low
28010,20221130,20221202,9,1091,43,33,4,148.6,0.1,534.96,379.0,155.96,Retail,Cash,High
28011,20211104,20211105,155,760,28,27,2,313.35,0.0,626.7,479.16,147.54,Retail,Credit Card,Low
28012,20200220,20200227,91,1419,25,36,2,125.24,0.15,212.91,211.22,1.69,Phone,PayPal,Medium
28013,20190410,20190412,41,1432,3,8,3,441.27,0.0,1323.81,778.86,544.95,Retail,PayPal,Low
28014,20200201,20200202,134,205,17,18,3,383.81,0.1,1036.29,631.86,404.43,Partner,PayPal,Medium
28015,20220402,20220407,145,237,47,2,4,148.09,0.0,592.36,358.12,234.24,Online,Credit Card,Low
28016,20210916,20210918,188,402,36,26,3,35.11,0.05,100.06,78.0,22.06,Phone,Cash,Low
28017,20191019,20191020,187,1411,47,40,2,58.84,0.0,117.68,65.72,51.96,Phone,PayPal,Medium
28018,20220909,20220910,200,666,36,13,1,433.32,0.0,433.32,226.51,206.81,Phone,PayPal,Low
28019,20231020,20231022,112,1290,1,3,3,45.56,0.05,129.85,97.89,31.96,Retail,PayPal,Low
28020,20200703,20200708,121,1007,1,10,2,667.65,0.0,1335.3,564.88,770.42,Retail,Cash,High
28021,20230331,20230402,28,305,39,31,4,413.11,0.0,1652.44,725.52,926.92,Partner,Bank Transfer,Medium
28022,20210806,20210807,99,509,17,1,3,485.46,0.0,1456.38,657.48,798.9,Phone,Credit Card,Medium
28023,20180809,20180811,10,171,30,31,6,175.53,0.1,947.86,794.52,153.34,Online,PayPal,High
28024,20220821,20220822,68,430,31,29,6,383.48,0.0,2300.88,1698.96,601.92,Partner,PayPal,Low
28025,20220315,20220318,107,1375,36,6,3,250.46,0.0,751.38,591.99,159.39,Online,Cash,Low
28026,20190625,20190626,91,651,41,5,3,125.24,0.1,338.15,316.83,21.32,Retail,PayPal,Low
28027,20241208,20241210,199,999,1,3,5,376.7,0.0,1883.5,1291.15,592.35,Retail,Cash,Low
28028,20190127,20190128,113,928,13,5,2,106.98,0.1,192.56,166.46,26.1,Phone,Credit Card,Low
28029,20231110,20231113,11,833,10,25,2,223.43,0.0,446.86,371.0,75.86,Retail,Bank Transfer,Low
28030,20210824,20210826,1,235,34,5,3,271.97,0.0,815.91,346.47,469.44,Partner,Bank Transfer,High
28031,20181204,20181205,23,394,45,26,3,143.02,0.0,429.06,244.02,185.04,Online,Credit Card,Low
28032,20220609,20220614,181,906,5,40,6,206.64,0.0,1239.84,717.06,522.78,Retail,Bank Transfer,Low
28033,20231007,20231009,14,267,9,22,6,99.4,0.1,536.76,383.4,153.36,Partner,Bank Transfer,Low
28034,20231010,20231013,135,282,33,27,3,147.44,0.0,442.32,333.15,109.17,Online,Credit Card,Medium
28035,20241007,20241009,101,798,49,40,6,226.59,0.05,1291.56,1166.4,125.16,Online,Bank Transfer,High
28036,20180930,20181001,23,1075,35,22,3,143.02,0.15,364.7,244.02,120.68,Phone,Credit Card,Low
28037,20240323,20240326,193,1388,34,11,3,445.25,0.0,1335.75,665.55,670.2,Retail,Cash,Low
28038,20211014,20211021,88,456,13,4,2,240.31,0.05,456.59,390.66,65.93,Online,Cash,Low
28039,20210924,20210929,61,291,35,33,3,538.09,0.1,1452.84,729.57,723.27,Partner,Credit Card,Low
28040,20200513,20200515,56,271,41,37,3,110.42,0.0,331.26,271.44,59.82,Partner,Bank Transfer,Medium
28041,20181204,20181209,13,66,6,38,4,275.0,0.05,1045.0,558.16,486.84,Phone,Cash,Medium
28042,20240821,20240822,141,107,26,37,4,366.0,0.0,1464.0,1070.2,393.8,Online,PayPal,Medium
28043,20220908,20220913,105,1373,33,34,5,7.92,0.0,39.6,32.45,7.15,Phone,Credit Card,Low
28044,20240111,20240114,142,1384,27,5,5,135.75,0.0,678.75,579.0,99.75,Phone,Cash,Low
28045,20201028,20201102,136,1364,40,40,6,492.5,0.0,2955.0,1462.56,1492.44,Partner,Bank Transfer,Medium
28046,20181009,20181010,46,454,7,38,2,74.13,0.0,148.26,80.56,67.7,Partner,PayPal,Low
28047,20230320,20230321,80,1056,45,38,5,140.14,0.1,630.63,375.5,255.13,Phone,PayPal,Low
28048,20211122,20211124,7,730,41,7,3,315.65,0.0,946.95,751.71,195.24,Phone,Credit Card,Low
28049,20230515,20230517,43,1051,44,32,4,131.19,0.15,446.05,386.96,59.09,Online,PayPal,Medium
28050,20220807,20220810,83,1381,19,27,4,65.6,0.0,262.4,126.56,135.84,Phone,PayPal,High
28051,20210604,20210606,159,1107,36,1,6,154.47,0.0,926.82,753.84,172.98,Phone,PayPal,Low
28052,20201123,20201124,177,132,20,34,4,243.5,0.0,974.0,797.24,176.76,Online,Bank Transfer,Low
28053,20241127,20241211,142,310,42,8,5,135.75,0.05,644.81,579.0,65.81,Retail,Cash,Medium
28054,20230713,20230716,29,1494,20,9,2,38.79,0.0,77.58,62.22,15.36,Partner,PayPal,Low
28055,20210309,20210311,67,207,1,24,5,55.2,0.0,276.0,201.8,74.2,Phone,PayPal,Medium
28056,20240829,20240901,155,1166,50,29,1,313.35,0.0,313.35,239.58,73.77,Retail,Cash,Medium
28057,20230802,20230805,104,840,13,11,2,61.47,0.05,116.79,69.86,46.93,Online,Bank Transfer,Low
28058,20210801,20210806,174,454,13,20,6,219.24,0.05,1249.67,1154.1,95.57,Online,Credit Card,High
28059,20221119,20221124,5,693,20,31,5,333.96,0.0,1669.8,911.65,758.15,Retail,Bank Transfer,Low
28060,20211010,20211011,191,1363,43,16,3,72.26,0.1,195.1,119.58,75.52,Retail,PayPal,Medium
28061,20191011,20191013,13,358,30,39,1,275.0,0.0,275.0,139.54,135.46,Retail,Bank Transfer,Low
28062,20200812,20200814,21,826,38,1,3,62.84,0.0,188.52,123.0,65.52,Phone,Bank Transfer,Low
28063,20240808,20240809,33,1137,22,28,4,139.79,0.0,559.16,351.52,207.64,Phone,Bank Transfer,Medium
28064,20210811,20210816,106,360,16,27,3,301.2,0.0,903.6,500.64,402.96,Phone,Cash,Medium
28065,20230720,20230721,136,419,19,12,1,492.5,0.05,467.88,243.76,224.12,Phone,PayPal,Low
28066,20230225,20230226,108,467,25,11,1,275.27,0.0,275.27,215.09,60.18,Online,PayPal,High
28067,20200505,20200510,117,417,2,13,2,267.98,0.0,535.96,350.38,185.58,Phone,PayPal,Low
28068,20190809,20190814,170,907,16,10,6,170.23,0.2,817.1,869.28,-52.18,Online,Bank Transfer,Low
28069,20220319,20220321,5,825,20,12,3,333.96,0.05,951.79,546.99,404.8,Partner,Bank Transfer,Low
28070,20230423,20230424,76,141,45,35,1,349.82,0.0,349.82,272.94,76.88,Partner,Cash,Low
28071,20210728,20210730,178,741,41,30,4,44.61,0.0,178.44,103.28,75.16,Retail,Cash,Medium
28072,20210925,20210930,19,1431,4,25,5,111.45,0.0,557.25,474.3,82.95,Phone,Bank Transfer,Low
28073,20190318,20190323,175,586,38,2,2,196.76,0.0,393.52,231.02,162.5,Retail,Credit Card,Medium
28074,20190127,20190129,26,372,15,15,1,567.94,0.0,567.94,291.03,276.91,Retail,Credit Card,High
28075,20230327,20230401,118,693,15,20,2,116.19,0.0,232.38,125.2,107.18,Partner,PayPal,Low
28076,20241018,20241023,26,414,18,6,4,567.94,0.1,2044.58,1164.12,880.46,Retail,Cash,Low
28077,20180411,20180413,95,754,10,32,1,206.98,0.1,186.28,161.25,25.03,Online,Bank Transfer,Low
28078,20210814,20210819,135,30,40,31,6,147.44,0.0,884.64,666.3,218.34,Online,Bank Transfer,Low
28079,20230129,20230130,65,934,45,38,2,10.94,0.0,21.88,14.1,7.78,Online,Bank Transfer,Low
28080,20231123,20231125,191,623,3,5,3,72.26,0.1,195.1,119.58,75.52,Online,Credit Card,Low
28081,20180228,20180305,115,808,50,38,4,458.82,0.0,1835.28,1072.6,762.68,Phone,Bank Transfer,Medium
28082,20180729,20180731,118,746,26,25,3,116.19,0.0,348.57,187.8,160.77,Retail,PayPal,Low
28083,20231113,20231114,198,262,9,27,1,242.83,0.0,242.83,105.54,137.29,Retail,Credit Card,Medium
28084,20190825,20190826,138,761,21,22,5,240.05,0.0,1200.25,779.25,421.0,Partner,Cash,Medium
28085,20210929,20211002,22,150,12,6,4,34.0,0.1,122.4,60.56,61.84,Partner,PayPal,Medium
28086,20230930,20231014,195,130,33,7,2,455.98,0.0,911.96,452.86,459.1,Online,PayPal,Low
28087,20230531,20230607,89,1186,21,35,4,295.53,0.0,1182.12,835.32,346.8,Phone,Bank Transfer,Low
28088,20190516,20190518,191,705,4,4,2,72.26,0.0,144.52,79.72,64.8,Partner,Cash,Medium
28089,20220925,20220926,107,1262,38,14,3,250.46,0.0,751.38,591.99,159.39,Phone,Cash,Medium
28090,20210130,20210204,64,807,41,30,5,524.47,0.0,2622.35,1231.55,1390.8,Partner,Cash,Low
28091,20200707,20200714,87,85,11,37,4,198.37,0.05,753.81,624.28,129.53,Partner,Cash,Medium
28092,20181104,20181111,182,304,23,8,2,223.5,0.0,447.0,280.36,166.64,Retail,Cash,High
28093,20190418,20190420,143,739,26,9,2,199.08,0.05,378.25,351.18,27.07,Online,Cash,Low
28094,20220110,20220113,66,1422,23,37,2,162.42,0.0,324.84,256.28,68.56,Retail,PayPal,Medium
28095,20180317,20180318,68,1175,46,40,3,383.48,0.0,1150.44,849.48,300.96,Partner,PayPal,Low
28096,20191005,20191006,43,788,3,40,4,131.19,0.0,524.76,386.96,137.8,Phone,Credit Card,Medium
28097,20240109,20240110,62,723,44,28,4,116.94,0.2,374.21,395.24,-21.03,Online,Credit Card,Low
28098,20221020,20221025,10,676,29,26,2,175.53,0.1,315.95,264.84,51.11,Phone,Bank Transfer,Medium
28099,20241213,20241215,135,863,50,1,2,147.44,0.1,265.39,222.1,43.29,Online,Bank Transfer,Medium
28100,20230516,20230518,190,1176,45,14,4,323.12,0.0,1292.48,981.08,311.4,Online,Credit Card,Medium
28101,20240918,20241002,120,56,1,37,5,240.82,0.1,1083.69,977.05,106.64,Phone,Cash,Medium
28102,20180909,20180911,135,1095,10,35,1,147.44,0.15,125.32,111.05,14.27,Partner,Credit Card,Medium
28103,20221015,20221018,197,1384,48,27,4,224.21,0.0,896.84,459.0,437.84,Retail,Bank Transfer,High
28104,20190110,20190113,55,408,14,18,4,84.15,0.1,302.94,290.0,12.94,Phone,Bank Transfer,Low
28105,20210216,20210217,49,1260,16,26,4,232.01,0.0,928.04,636.84,291.2,Online,Credit Card,Low
28106,20201004,20201005,68,1002,4,8,5,383.48,0.0,1917.4,1415.8,501.6,Online,Credit Card,Low
28107,20180602,20180616,193,1221,43,9,4,445.25,0.1,1602.9,887.4,715.5,Online,Credit Card,High
28108,20220328,20220330,15,532,3,20,2,205.02,0.05,389.54,359.52,30.02,Online,Credit Card,Medium
28109,20220625,20220627,194,1060,32,38,4,108.72,0.0,434.88,352.8,82.08,Retail,Cash,Low
28110,20191211,20191212,32,225,44,12,5,345.72,0.0,1728.6,1247.4,481.2,Partner,Cash,Low
28111,20221226,20221227,34,1245,44,32,4,93.35,0.0,373.4,186.28,187.12,Partner,Credit Card,Medium
